pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA0500026,CAMP LODESTAR,150,15,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500027,LILI VALLEY WATER CO.,99,70,COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500028,SHERMAN ACRES MUTUAL WATER ASN,120,30,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500032,NEW MELONES LAKE MARINA,100,2,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500043,STANISLAUS RIVER CAMPGROUND,100,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500044,BIG MEADOWS CAMPGROUND,390,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500050,SALT SPRINGS VALLEY RES. & CAMPGRND,60,39,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500055,CAMP WOLFEBORO,250,8,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500057,CALIFORNIA CAVERNS,80,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500068,DUNROVIN MOBILE HOME VILLAGE,99,37,COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500069,EL TORERO RESTAURANT,225,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500075,LAKESIDE MOBILE ESTATES,30,24,COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500082,ANGELS CAMP RV/CAMPING RESORT,288,102,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500085,TOYON MIDDLE SCHOOL,200,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500088,MOANING CAVERN,215,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500090,AMERICAN LEGION POST #376,120,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,150,13,COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500095,VINE & BRANCH FELLOWSHIP,85,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500099,CHANGING ECHOES,25,1,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500104,BURSON FULL GOSPEL CHURCH,80,2,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0500105,"OAKENDELL, INC.",25,3,TRANSIENT NON-COMMUNITY,A ,LPA35 - CALAVERAS COUNTY,non_carceral,0,0,0,0
CA0510001,UNION PUBLIC UTILITY DISTRICT,4774,1735,COMMUNITY,A ,DISTRICT 10 - STOCKTON,nonexclusive_carceral,2,0,1,0
CA0510002,CALAVERAS PUD,6286,1972,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510003,"ANGELS, CITY OF",3836,1975,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510004,CCWD - SHEEP RANCH,89,47,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510005,CCWD - WEST POINT,1043,572,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510006,CCWD - JENNY LIND,9861,3867,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510009,BLUE LAKE SPRINGS MUT WTR,4841,1729,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510010,VALLEY SPRINGS PUD,900,263,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510011,SNOWSHOE SPRINGS ASSN.,686,361,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,828,448,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510016,CCWD - EBBETTS PASS,11545,5990,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,3,0,1,0
CA0510017,CCWD - COPPER COVE,5187,2757,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0510019,CCWD - WALLACE,255,108,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA0600001,WARD'S BOAT LANDING,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600003,GRIMES BOAT AND LANDING,50,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600005,COLUSA CO. SERVICE AREA #2-STONYFORD,250,57,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,2,0,1
CA0600008,COLUSA CO. WWD #1 - GRIMES,512,114,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,5,4,1,1
CA0600009,COLUSA LANDING,168,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,246,88,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,2,0,1
CA0600013,COLUSA CO. WWD #2 - PRINCETON,382,128,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600016,WILBUR HOT SPRINGS,97,13,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0600027,TERHEL FARMS TRAILER PARK 01,26,42,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0600032,HIGHWAY 20 TRAILER PARK,63,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600033,WILLOW CREEK M.W.C.-LAMBERTVILLE,31,91,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0600042,ARBUCKLE GOLF CLUB,126,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600050,CALTRANS-MAXWELL RESTSTOPS,15000,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600056,MENF-LETTS LAKE CG,118,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0600065,COLUSA INDUSTRIAL PROPERTIES,533,40,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0600076,MENF-FOUTS SPRINGS CG,531,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605002,MORNING STAR PKG. CO.-WMS.,390,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,2,0,1
CA0605004,ADM RICE INC.,87,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605005,KINGDOM HALL OF JEHOVAH'S WITNESS-WMS,26,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605006,RICHMOND HUNTING CLUB-MAXWELL,40,33,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605007,SUN VALLEY RICE COMPANY,151,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605011,DEL ORO WC - ARBUCKLE DISTRICT,185,56,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605012,ADAM'S VEGETABLE OILS,95,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605013,T&P FARMS,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605015,TERHEL FARMS TRAILER PARK 02,26,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,2778,1027,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0610002,CITY OF COLUSA,6447,2276,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,1,0,1
CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,1175,393,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0610004,CITY OF WILLIAMS,5538,1562,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0701706,LOS VAQUEROS MARINA BLDG,180,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0701707,LOS VAQUEROS INTERPRETIVE CENTER,25,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706004,OAKLEY MUTUAL WATER COMPANY,170,50,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0706005,FARRAR PARK PROPERTY OWNERS,140,70,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706018,CRUISER HAVEN MARINA,75,75,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706022,BYRON UNITED METHODIST,50,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706028,KNIGHTSEN ELEMENTARY SCHOOL,350,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706029,EXCELSIOR MIDDLE SCHOOL,600,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706030,NEW LIFE MARINA,80,65,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706031,COUNTRY JUNCTION DELI,200,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706032,BETHEL MISSIONARY BAPTIST,54,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706034,HOLLAND RIVERSIDE MARINA,45,80,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706037,BETHEL BAPTIST CHURCH,75,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706049,BYRON ROADHOUSE,25,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706054,BETHEL MARKET,100,7,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706059,GAS N SAVE,120,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0706102,BAY STANDARDS,41,6,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0706111,EBRPD LITTLE HILLS,66,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706112,EBRPD ROUND VALLEY WATER SYSTEM,82,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707501,ANGLER S RANCH #3,60,32,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707502,EBRPD BLACK DIAMOND MINES,74,4,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707503,BETHEL HARBOR,45,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707507,WILLOW PARK MARINA,380,166,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0707509,DELTA BAR AND GRILL,100,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707517,COLONIA SANTA MARIA,32,10,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707519,DUTCH SLOUGH WATER WORKS,49,17,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707521,BYRON CORNERS INC,205,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707523,BETHEL ISLAND ESTATES,200,62,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707532,MCAVOY YACHT HARBOR,55,4,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707542,CONCORD MT DIABLO TRAILRIDE ASSOC.,120,14,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707545,ORWOOD RESORT,350,11,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,73,22,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707550,SUNSET MARINA,30,53,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707553,RIVERVIEW MOBILE HOME PARK,126,45,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707556,SANDMOUND MUTUAL,100,110,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707568,MACS OLD HOUSE,90,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707569,ANGLERS SUBDIVISION 4,99,99,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707570,BRIDGEHEAD CAFE,75,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707572,BETHEL ISLAND MUTUAL WATER CO,123,43,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707573,DELTA MUTUAL WATER COMPANY,333,119,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0707575,BETHEL ISLAND MHC,185,65,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707576,PLEASANTIMES MUTUAL WATER CO,644,195,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707577,RIVERVIEW WATER ASSOCIATION,230,89,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707585,MORAGA HEIGHTS MUTUAL WATER,66,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707588,BIG OAK MOBILE HOME PARK WATER,156,66,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707589,BELLA VISTA WATER SYS,93,33,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,1,1,1
CA0707592,SUGAR BARGE MARINA,150,114,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707594,CASA MEDANOS WATER SYSTEM,45,16,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707595,BYRON INN,60,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707597,SANDY POINT MOBILE HOME PARK,67,24,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707598,CAMINO MOBILEHOME,210,75,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707601,RUSSOS MOBILE PARK,110,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707603,CLAYTON PALMS WATER,549,202,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707608,MARINA MOBILE MANOR,75,24,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707613,WILLOW MOBILE HOME PARK,481,172,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707615,DOUBLETREE RANCH WATER SYSTEM,66,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707617,WILDWOOD ACRES RESORT,28,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707620,CANYON SCHOOL,238,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707623,WILCOX STATION RANCH,31,19,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707630,WILLOWEST MARINA WS,35,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707639,OLD BORGES RANCH WATER SYS,75,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0710001,CITY OF ANTIOCH,115074,33597,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710002,GOLDEN STATE WATER COMPANY - BAY POINT,23731,5073,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710003,CONTRA COSTA WATER DISTRICT,198000,60730,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,nonexclusive_carceral,0,0,0,0
CA0710004,BRENTWOOD,64513,21441,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710006,CITY OF MARTINEZ,30997,10230,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,nonexclusive_carceral,0,0,0,0
CA0710007,DIABLO WATER DISTRICT,43357,13617,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710008,CITY OF PITTSBURG,62500,19534,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710009,TOWN OF DISCOVERY BAY,16790,6163,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710300,MOUNT DIABLO STATE PARK,364,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710800,DWR DELTA FIELD DIVISION - BANKS PP,180,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0800526,REDWOOD PARK C.S.D.,200,44,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800532,BIG ROCK C.S.D.,650,116,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800542,CRESCENT BEACH MOTEL,70,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800548,KLAMATH C.S.D.,360,63,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800552,NORTHCREST TRAILER CITY,250,89,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800555,GASQUET C.S.D.,657,191,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800556,HRC C.S.D.,185,70,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800557,HUNTER VALLEY CSD,96,69,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800603,BUTTE COURT MOBILE HOME PARK,65,23,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,4,0,1
CA0800605,WEST PARK PROPERTIES,112,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800608,TREES OF MYSTERY,200,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800615,KLAMATH CAMPER CORRAL,200,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800622,CHINOOK WATER SYSTEM,100,73,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800627,GOLDEN BEAR RV PARK,153,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800632,KLAMATH RIVER RV PARK,51,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800635,KAMP KLAMATH CORP.,110,33,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800647,REDWOOD MAINT. & OPER.,421,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800649,MARGARET KEATING MAIN. & OPER.,120,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800661,CALTRANS-COLLIER TUNNEL RS,100,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800700,LAS PALMAS MOBILE HOME PARK,120,60,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800800,PINE GROVE TRAILER PARK,142,51,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800825,JED SMITH HOMEOWNERS ASSN.,58,27,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800850,SEA WEST RESTAURANT,60,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0810001,CITY OF CRESCENT CITY,17262,3757,COMMUNITY,A ,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,0,0,0
CA0810002,SMITH RIVER C.S.D.,2568,601,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0810003,BERTSCH OCEAN VIEW CSD,2570,728,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810300,DEL NORTE COAST STATE PARK,1051,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810303,JEDEDIAH SMITH STATE PARK,2208,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810500,LAGOON CREEK-REDWOOD NP,60,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0900102,GOLD BEACH PARK,134,48,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,1,1,1,1
CA0900103,SILVERFORK STORE WATER SYSTEM,50,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900104,PIONEER BIBLE CHURCH,300,1,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900107,GRAY'S MART AND GAS,100,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900111,PIONEER  ELEMENTARY SCHOOL,227,19,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,75,35,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900113,LEONI MEADOWS CAMP,169,73,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900125,#N/A,65,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900206,FOX SPARROW RV PARK,100,44,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900210,MILLERS HILL SCHOOL,120,9,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900212,HENNINGSEN LOTUS PARK WATER SYSTEM,1000,9,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900219,ALL OUTDOORS ADVENTURE TRIPS,100,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900300,KYBURZ MUTUAL WATER COMPANY,150,111,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900304,SILVERFORK SCHOOL,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,63,0,1
CA0900306,FORWARD BIBLE CONFERENCE,107,8,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900308,QUINTETTE SERVICE CORP WATER,80,51,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900309,MOUNTAIN CREEK SCHOOL,125,8,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,3,0,1
