pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,3553,566,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1,AMADOR  ,SW,SW,Not purchased,JACKSON VALLEY IRRIGATION DISTRICT,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,355,3553,MOBILE HOME PARK,0.25,2,0,0,0.56,At-Risk,At-Risk,Non-Failing,At-Risk,2,Y,N,Y,0,0,1,0,3,1
CA0300043,OK CORRAL,25,8,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,4,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4
CA0300048,GIBSON'S ROADHOUSE CAFE,27,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,2,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300049,PLASSE HOMESTEAD WATER ASSOCIATION,28,28,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300051,KIT CARSON LODGE,100,27,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,2,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300052,COOK'S STATION,38,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300053,RANCHO DEL ORO MHP,44,28,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,RANCHO DEL ORO MHP,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,28,44,MOBILE HOME PARK,0,2,0,1,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0300062,HOPE FOUNDATION/MORIAH HEIGHTS,299,21,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,HOPE FOUNDATION/MORIAH HEIGHTS,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,21,299,RESIDENTIAL AREA,0.75,2,0,1,0.94,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA0300070,E. SILVER LAKE HOMEOWNERS,54,54,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300077,L'AZIENDA D'AGOSTINI,42,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,4,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300078,IONE BAND OF MIWOK INDIANS,40,12,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1,AMADOR  ,GW,GW,Not purchased,IONE BAND OF MIWOK INDIANS,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,12,40,RESIDENTIAL AREA,0.25,2.5,0,0.67,0.86,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0,0,0,0,1,3
CA0300081,VILLA TOSCANO WINERY,100,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300085,ROARING CAMP,25,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300086,GRACE FELLOWSHIP CHURCH,125,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300087,TURLEY WINE CELLARS,50,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300088,BLACK CHASM CAVERN,115,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,1,3,1,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300089,JEFF RUNQUIST WINERY,95,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300090,BORJON WINERY,26,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300448,MALLO GOLD MINE PLAZA,25,9,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,3,0,1,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA0300524,"MP ASSOCIATES, INC.",150,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0300667,GOLDEN VALLEY CAMP,45,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0301038,PARDEE RECREATION AREA,251,80,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA0310001,CITY OF JACKSON,5019,2211,COMMUNITY,A,DISTRICT 10 - STOCKTON,nonexclusive_carceral,1,0,1,0,AMADOR  ,SWP,SW,Purchased,CITY OF JACKSON,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,2208,5019,OTHER AREA,0.5,1,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,4,0,1,4,0
CA0310002,"AWA, IONE",7227,2386,COMMUNITY,A,DISTRICT 10 - STOCKTON,nonexclusive_carceral,1,0,1,0,AMADOR  ,SW,SW,Not purchased,"AWA, IONE",AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,2342,7227,RESIDENTIAL AREA,0.75,1.33,0.75,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,2,0,1,4,0
CA0310003,"AWA, TANNER",4940,1758,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,SW,SW,Not purchased,"AWA, TANNER",AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,1754,4940,RESIDENTIAL AREA,0,1.33,1.08,0,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0310004,"PLYMOUTH, CITY OF",1060,535,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0,AMADOR  ,SWP,SW,Purchased,"PLYMOUTH, CITY OF",AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,534,1060,RESIDENTIAL AREA,0.5,0,0,0.5,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0,0,0,0,4,0
CA0310005,PINE GROVE COMM SERV DIST,1141,412,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,SWP,SW,Purchased,PINE GROVE COMM SERV DIST,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,410,1141,RESIDENTIAL AREA,0,1,0.33,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,3,1
CA0310006,RIVER PINES PUD,574,230,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,RIVER PINES PUD,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,230,574,RESIDENTIAL AREA,0,0.33,1,0.17,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA0310008,CAMANCHE NORTH SHORE INC.,922,211,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,CAMANCHE NORTH SHORE INC.,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,211,1012,RECREATION AREA,0,0.33,0,1,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA0310011,FIRST MACE MEADOW # 1,838,337,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,SWP,SW,Purchased,FIRST MACE MEADOW # 1,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,337,838,RESIDENTIAL AREA,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,2,2
CA0310012,AWA BUCKHORN PLANT,8791,2738,COMMUNITY,A,DISTRICT 10 - STOCKTON,nonexclusive_carceral,0,0,0,0,AMADOR  ,SW,SW,Not purchased,AWA BUCKHORN PLANT,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,2738,8791,RESIDENTIAL AREA,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0310018,FIRST MACE MEADOWS UNIT NO. 2,230,82,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,SWP,SW,Purchased,FIRST MACE MEADOWS UNIT NO. 2,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,82,230,RESIDENTIAL AREA,0,1,0,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,2,2
CA0310019,AWA LA MEL HEIGHTS #3,188,55,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,AWA LA MEL HEIGHTS #3,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,55,188,RESIDENTIAL AREA,0,0.33,0.75,0.33,0.35,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA0310021,AWA - CAMANCHE VILLAGE,2402,732,COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,AWA - CAMANCHE VILLAGE,AMADOR,DISTRICT 10 - STOCKTON,COMMUNITY,728,2402,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,4,0
CA0310300,INDIAN GRINDING ROCK-CALAVERAS DISTRICT,63,7,TRANSIENT NON-COMMUNITY,A,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0,AMADOR  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,150,54,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,YOUTH WITH A MISSION-SPRINGS OF LIVING W,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,54,150,INSTITUTION,0.25,0.5,0,1,0.44,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,3,1
CA0400003,HARTLEY MUTUAL WATER SYSTEM,41,15,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,HARTLEY MUTUAL WATER SYSTEM,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,15,41,RESIDENTIAL AREA,0,1.5,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400004,FOREST RANCH MUTUAL WATER SYSTEM,119,42,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST RANCH MUTUAL WATER SYSTEM,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,42,119,RESIDENTIAL AREA,0,1.5,1.08,0,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,3,0,1,1,3
CA0400007,BUTTE CREEK ESTATES MUTUAL WATER CO,399,172,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,4,0,1,BUTTE  ,GW,GW,Not purchased,BUTTE CREEK ESTATES MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,172,399,RESIDENTIAL AREA,0,0.33,0.17,1.67,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,1,3
CA0400008,GRAN MUTUAL WATER CO,290,91,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,GRAN MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,91,290,RESIDENTIAL AREA,0,0.33,0,1,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA0400010,PSEA CAMP - DESABLA,100,18,TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0400012,FARM LABOR HOUSING,460,135,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,2,0,1,BUTTE  ,GW,GW,Not purchased,FARM LABOR HOUSING,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,135,460,RESIDENTIAL AREA,0.25,2,0,1.33,0.9,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,1,0,4,0
CA0400013,MERRY MOUNTAIN MUTUAL,90,97,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,MERRY MOUNTAIN MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,97,90,RESIDENTIAL AREA,0.25,0.33,1,0.33,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,2,2
CA0400014,LAKE MADRONE WATER DISTRICT,297,123,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,LAKE MADRONE WATER DISTRICT,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,123,297,RESIDENTIAL AREA,0.5,0.33,0.33,0.67,0.46,--,Not At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,0,4
CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,28,8,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,BERRY CREEK COMMUNITY SERVICE DIST,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,8,28,RESIDENTIAL AREA,0,0.33,1,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,1,0,1,1,3
CA0400019,OROVILLE MOBILE HOME PARK,76,35,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,OROVILLE MOBILE HOME PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,35,76,MOBILE HOME PARK,0,1.33,0,0.83,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,2,0,1,3,1
CA0400020,PLEASANT GROVE MHP,327,88,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,3,0,1,BUTTE  ,GW,GW,Not purchased,PLEASANT GROVE MHP,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,88,327,MOBILE HOME PARK,0,0.33,1,1.33,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0400021,ROBINSON'S CORNER MHP,20,20,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,1,5,1,1,BUTTE  ,GW,GW,Not purchased,ROBINSON'S CORNER MHP,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,20,20,MOBILE HOME PARK,3,1.5,0.33,2.17,1.75,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,0,4
CA0400023,GOLDEN OAKS MOBILE HOME PARK,75,25,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,GOLDEN OAKS MOBILE HOME PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,25,75,MOBILE HOME PARK,0,1.33,0.33,0.83,0.62,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,NA,0,NA,3,1
CA0400026,MEADOWBROOK OAKS,50,26,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,2,0,1,BUTTE  ,GW,GW,Not purchased,MEADOWBROOK OAKS,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,26,50,MOBILE HOME PARK,0.25,1.33,0.67,1.67,0.98,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400027,FOOTHILLS MANUFACTURED HOME COMMUNUTY,180,127,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOOTHILLS MANUFACTURED HOME COMMUNUTY,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,127,180,MOBILE HOME PARK,2,1,0.67,1,1.17,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0400030,GOLDEN FEATHER MHP,275,101,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,GOLDEN FEATHER MHP,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,101,275,MOBILE HOME PARK,0,0.33,0.33,1,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0400040,ALMOND GROVE MOBILE PARK,253,184,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,ALMOND GROVE MOBILE PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,184,253,MOBILE HOME PARK,1,1.33,0.33,0.67,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA0400042,FOREST VILLAGE LLC,28,17,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST VILLAGE LLC,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,17,28,MOBILE HOME PARK,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400051,DINGERVILLE USA PARK,220,80,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,DINGERVILLE USA PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,80,220,MOBILE HOME PARK,0,0.33,0.33,0.5,0.29,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0400060,HONCUT ELEMENTARY SCHOOL,25,3,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,HONCUT ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,3,25,SCHOOL,1.5,0.33,0.33,0,0.54,--,Not At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,0,4
CA0400062,RICHVALE ELEMENTARY SCHOOL,63,4,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,2,0,1,BUTTE  ,GW,GW,Not purchased,RICHVALE ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,4,63,SCHOOL,0,1.33,0,1,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA0400063,MANZANITA ELEMENTARY SCHOOL,295,3,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,MANZANITA ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,3,295,SCHOOL,2.5,1.5,0,0,1,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,0,4
CA0400067,FEATHER RIVER SCHOOL,34,2,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FEATHER RIVER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,2,34,SCHOOL,3,1.33,0.33,0,1.17,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,3,1
CA0400068,BERRY CREEK SCHOOL,61,2,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,18000,55,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA0400073,NORD COUNTRY SCHOOL,230,17,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,NORD COUNTRY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,17,230,SCHOOL,0,1.5,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400078,FOREST KNOLLS MUTUAL WATER CO,46,21,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,1,0,1,0,BUTTE  ,GW,GW,Not purchased,FOREST KNOLLS MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,21,46,RESIDENTIAL AREA,0.5,1.5,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,2,0,1,0,4
CA0400079,FOREST RANCH CHARTER SCHOOL,125,4,NON-TRANSIENT NON-COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST RANCH CHARTER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,4,125,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,40,17,COMMUNITY,A,LPA34 - BUTTE COUNTY,non_carceral,0,1,0,1,BUTTE  ,GW,GW,Not purchased,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,17,40,RESIDENTIAL AREA,0,1.33,0,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,106,31,COMMUNITY,A,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0,BUTTE  ,GW,GW,Not purchased,DEL ORO WATER COMPANY - BUZZTAIL DIST.,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,31,106,RESIDENTIAL AREA,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
