PWSID,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION ,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017
CA0707615,DOUBLETREE RANCH WATER SYSTEM,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,High Risk,Low Risk,No Risk,No Risk,66,Not At-Risk,1,$0 
CA0707620,CANYON SCHOOL,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,High Risk,High Risk,No Risk,No Risk,238,At-Risk,1,$0 
CA0707623,WILCOX STATION RANCH,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,Low Risk,High Risk,No Risk,No Risk,31,Not At-Risk,1,$0 
CA0710001,CITY OF ANTIOCH,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"115,074",Not Assessed,1,"$61,000,000 "
CA0710002,GOLDEN STATE WATER COMPANY - BAY POINT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,Medium Risk,No Risk,"23,731",Not At-Risk,1,$0 
CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"198,000",Not Assessed,1,$0 
CA0710004,BRENTWOOD,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,No Risk,No Risk,No Risk,"64,513",Not At-Risk,1,$0 
CA0710006,CITY OF MARTINEZ,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,No Risk,No Risk,"30,997",Not At-Risk,1,$0 
CA0710007,DIABLO WATER DISTRICT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,No Risk,Low Risk,"43,357",Not At-Risk,1,"$65,436 "
CA0710008,CITY OF PITTSBURG,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,Low Risk,Low Risk,"62,500",Not At-Risk,1,$0 
CA0710009,TOWN OF DISCOVERY BAY,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,Low Risk,No Risk,Low Risk,"16,790",Not At-Risk,1,$0 
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,1,Not Assessed,1,$0 
CA0710011,CCWD/BRENTWOOD WTP,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA0800526,REDWOOD PARK C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,High Risk,No Risk,200,Not At-Risk,1,$0 
CA0800529,ROCK CREEK MUTUAL WATER CO.,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,High Risk,High Risk,No Risk,60,Failing,1,$0 
CA0800532,BIG ROCK C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,650,Not At-Risk,1,"$1,112,781 "
CA0800548,KLAMATH C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,Low Risk,360,Not At-Risk,1,"$335,615 "
CA0800552,NORTHCREST TRAILER CITY,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,Low Risk,Medium Risk,250,Potentially At-Risk,1,$0 
CA0800555,GASQUET C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,High Risk,Medium Risk,657,At-Risk,1,$0 
CA0800556,HRC C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,185,Not At-Risk,1,$0 
CA0800557,HUNTER VALLEY CSD,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,96,Not At-Risk,1,$0 
CA0800603,BUTTE COURT MOBILE HOME PARK,DEL NORTE,DISTRICT 01 - KLAMATH,High Risk,High Risk,Medium Risk,High Risk,65,At-Risk,1,$0 
CA0800605,WEST PARK PROPERTIES,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,High Risk,Medium Risk,Medium Risk,112,At-Risk,1,$0 
CA0800647,REDWOOD MAINT. & OPER.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,421,Not At-Risk,1,$0 
CA0800649,MARGARET KEATING MAIN. & OPER.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,120,Not At-Risk,1,$0 
CA0800700,LAS PALMAS MOBILE HOME PARK,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,Medium Risk,Low Risk,120,Potentially At-Risk,1,$0 
CA0800800,PINE GROVE TRAILER PARK,DEL NORTE,DISTRICT 01 - KLAMATH,Medium Risk,High Risk,Low Risk,Medium Risk,142,At-Risk,1,$0 
CA0800825,JED SMITH HOMEOWNERS ASSN.,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,No Risk,No Risk,58,Failing,1,$0 
CA0810001,CITY OF CRESCENT CITY,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,"17,262",Not At-Risk,1,$0 
CA0810002,SMITH RIVER C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,Low Risk,"2,568",Not At-Risk,1,$0 
CA0810003,BERTSCH OCEAN VIEW CSD,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Medium Risk,Low Risk,No Risk,"2,570",Not At-Risk,1,$0 
CA0900102,GOLD BEACH PARK,EL DORADO,LPA39 - EL DORADO COUNTY,High Risk,High Risk,No Risk,No Risk,134,At-Risk,1,$0 
CA0900111,PIONEER  ELEMENTARY SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,227,Not At-Risk,1,$0 
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,EL DORADO,LPA39 - EL DORADO COUNTY,High Risk,Low Risk,High Risk,No Risk,75,At-Risk,1,$0 
CA0900210,MILLERS HILL SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,Low Risk,Low Risk,No Risk,No Risk,120,Not At-Risk,1,$0 
CA0900300,KYBURZ MUTUAL WATER COMPANY,EL DORADO,LPA39 - EL DORADO COUNTY,Low Risk,Medium Risk,No Risk,No Risk,150,Failing,1,$0 
CA0900304,SILVERFORK SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,Low Risk,25,At-Risk,1,$0 
CA0900308,QUINTETTE SERVICE CORP WATER,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,Medium Risk,Low Risk,80,Potentially At-Risk,1,"$811,096 "
CA0900309,MOUNTAIN CREEK SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,Low Risk,High Risk,Medium Risk,Low Risk,125,At-Risk,1,$0 
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,Low Risk,Low Risk,75,Potentially At-Risk,1,$0 
CA0900410,LATROBE ELEMENTARY SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,No Risk,65,Not At-Risk,1,$0 
CA0900422,CRYSTAL CAVES MHP,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,Low Risk,112,Potentially At-Risk,1,$0 
CA0901217,BEAR STATE WATER WORKS,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,High Risk,Low Risk,100,At-Risk,1,$0 
CA0910001,EL DORADO ID - MAIN,EL DORADO,DISTRICT 09 - SACRAMENTO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"132,171",Not Assessed,1,$0 
CA0910002,SOUTH TAHOE PUD - MAIN,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,High Risk,Low Risk,"100,000",Not At-Risk,1,"$24,739,393 "
CA0910003,"PLACERVILLE, CITY OF - MAIN",EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,Low Risk,No Risk,"9,224",Not At-Risk,1,$0 
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,High Risk,No Risk,Low Risk,"1,374",Not At-Risk,1,$0 
CA0910007,LUKINS BROTHERS WATER COMPANY,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,High Risk,No Risk,"3,277",Not At-Risk,1,"$5,558,168 "
CA0910012,TAHOE CITY PUD - RUBICON,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,Low Risk,High Risk,No Risk,703,Not At-Risk,1,$0 
CA0910013,GEORGETOWN DIVIDE PUD,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,Low Risk,No Risk,No Risk,"9,434",Not At-Risk,1,"$1,291,955 "
CA0910015,TAHOE KEYS WATER COMPANY,EL DORADO,DISTRICT 09 - SACRAMENTO,High Risk,No Risk,No Risk,Low Risk,"1,420",Potentially At-Risk,1,$0 
CA0910017,EL DORADO ID - STRAWBERRY,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,High Risk,High Risk,Low Risk,400,At-Risk,1,$0 
CA0910018,EL DORADO ID - OUTINGDALE,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,High Risk,High Risk,Low Risk,535,At-Risk,1,$0 
CA0910019,LAKESIDE PARK ASSOCIATION,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,Medium Risk,Low Risk,"2,648",Not At-Risk,1,$0 
CA1000004,BELMONT WATER CORPORATION,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,No Risk,No Risk,264,Potentially At-Risk,1,$0 
CA1000005,BIG CREEK COMMUNITY SERV DIST,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,72,Not At-Risk,1,$0 
CA1000018,EASTON ESTATES WATER COMPANY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,Medium Risk,Low Risk,Low Risk,302,At-Risk,1,$0 
CA1000019,FCSA 30 - EL PORVENIR,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,High Risk,Low Risk,241,Failing,1,"$6,197,942 "
CA1000021,FCSA 05 - WILDWOOD ISLAND,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,Medium Risk,No Risk,417,Not At-Risk,1,$0 
CA1000023,FCSA 14 - BELMONT MANOR,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,115,Failing,1,$0 
CA1000039,FCSA 10 - CUMORAH KNOLLS,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Medium Risk,132,Not At-Risk,1,$0 
CA1000040,FCWWD 37/MILE HIGH,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,Medium Risk,Medium Risk,129,At-Risk,1,$0 
CA1000041,FCWWD 38/SKY HARBOUR,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,185,Not At-Risk,1,$0 
CA1000042,FCWWD 40 - SHAVER SPRINGS,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,Medium Risk,Medium Risk,196,Failing,1,$0 
CA1000053,LANARE COMMUNITY SERVICES DIST,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,No Risk,540,At-Risk,1,$0 
CA1000054,LAS DELTAS MUTUAL WATER COMPANY,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,No Risk,375,Failing,1,$0 
CA1000056,MEADOW LAKES CLUB,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,No Risk,240,At-Risk,1,$0 
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,High Risk,No Risk,92,Failing,1,"$1,957,940 "
CA1000063,NEW AUBERRY WATER ASSOCIATION,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,Low Risk,120,Not At-Risk,1,"$1,443,283 "
CA1000069,SHAVER LAKE HEIGHTS WATER ASSN,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,No Risk,345,Not At-Risk,1,$0 
CA1000075,TRACT 1199 WATER SYSTEM,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Low Risk,25,At-Risk,1,$0 
CA1000078,FCWWD 42/ALLUVIAL & FANCHER,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,No Risk,Low Risk,291,Failing,1,$0 
CA1000104,CENTERVILLE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,456,At-Risk,1,$0 
CA1000105,MADISON ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,No Risk,597,At-Risk,1,$0 
CA1000111,PINE RIDGE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,100,At-Risk,1,$0 
CA1000180,ALTA ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,No Risk,387,Failing,1,$0 
CA1000181,ALVINA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,No Risk,210,At-Risk,1,$0 
CA1000182,BURREL UNION ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,No Risk,181,Potentially At-Risk,1,$0 
CA1000184,DUNLAP K-8 SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,No Risk,463,Not At-Risk,1,$0 
CA1000185,GREAT WESTERN ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,352,Not At-Risk,1,$0 
CA1000186,HELM SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Medium Risk,105,Failing,1,$0 
CA1000187,INDIANOLA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Medium Risk,No Risk,511,Failing,1,"$1,559,313 "
CA1000189,LATON HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,Medium Risk,No Risk,170,Not At-Risk,1,$0 
CA1000190,LONE STAR SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,Medium Risk,No Risk,732,At-Risk,1,$0 
CA1000192,MONROE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,Low Risk,No Risk,200,At-Risk,1,$0 
CA1000193,NAVELENCIA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,342,Not At-Risk,1,$0 
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,No Risk,490,Potentially At-Risk,1,$0 
CA1000196,RIVERVIEW SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Medium Risk,No Risk,461,Failing,1,$0 
CA1000198,TERRY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,No Risk,226,Potentially At-Risk,1,$0 
CA1000199,FOWLER CARE CENTER,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,Medium Risk,Low Risk,46,At-Risk,1,$0 
CA1000200,RUBYS VALLEY CARE HOME,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Medium Risk,79,At-Risk,1,$0 
CA1000201,SUN EMPIRE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,No Risk,650,Potentially At-Risk,1,$0 
CA1000204,AMERICAN UNION SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,Low Risk,250,Failing,1,"$2,863,532 "
CA1000206,HOUGHTON-KEARNEY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,No Risk,252,Failing,1,"$722,000 "
CA1000208,ROOSEVELT ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,No Risk,580,At-Risk,1,$0 
CA1000213,HARRIS FARMS/HORSE BARN,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,Low Risk,98,Potentially At-Risk,1,$0 
CA1000217,CENTRAL HIGH SCHOOL WEST,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,Medium Risk,Medium Risk,No Risk,758,At-Risk,1,$0 
CA1000221,EASTON AUTHORITY JPA,FRESNO,DISTRICT 12 - VISALIA,No Risk,Medium Risk,No Risk,Low Risk,"1,000",Not At-Risk,1,$0 
CA1000229,GREEN ACRES MOBILE HOME ESTATE,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,No Risk,350,Potentially At-Risk,1,$0 
CA1000238,CAMDEN TRAILER PARK,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,No Risk,75,At-Risk,1,$0 
CA1000244,"COMUNIDAD NUEVO LAGO, INC",FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,High Risk,Low Risk,160,At-Risk,1,$0 
CA1000247,SHERWOOD FOREST MHP,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Medium Risk,60,Potentially At-Risk,1,$0 
CA1000257,MT ARARAT MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,No Risk,42,Not At-Risk,1,$0 
CA1000259,NEW HORIZONS MOBILE/RV PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Medium Risk,82,At-Risk,1,"$1,957,940 "
CA1000260,SANDY CREEK VILLAGE MHP,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,No Risk,89,Not At-Risk,1,$0 
CA1000265,MARY LOU MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,No Risk,No Risk,68,Potentially At-Risk,1,$0 
CA1000267,KINGS CANYON MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,No Risk,Low Risk,120,Potentially At-Risk,1,$0 
CA1000277,ELM COURT,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,High Risk,64,At-Risk,1,$0 
CA1000280,SIERRA HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,No Risk,720,Not At-Risk,1,$0 
CA1000295,KINGS PARK APARTMENTS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Medium Risk,160,At-Risk,1,$0 
CA1000298,WOODWARD BLUFFS MHP,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,300,Potentially At-Risk,1,$0 
CA1000299,THREE PALMS MOBILEHOME PARK,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Medium Risk,No Risk,347,Failing,1,"$392,461 "
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,271,Not At-Risk,1,$0 
CA1000316,KINGS CANYON HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Medium Risk,No Risk,119,Failing,1,"$33,664 "
CA1000324,MANNING GARDENS CARE CENTER INC,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Medium Risk,170,At-Risk,1,$0 
CA1000345,PANOCHE WATER DISTRICT,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,Low Risk,220,Failing,1,$0 
CA1000359,FCSA 32 - CANTUA CREEK,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,Low Risk,462,Failing,1,"$6,197,942 "
CA1000366,SUNNYSIDE CONVALESCENT HOSP,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,Medium Risk,Medium Risk,275,At-Risk,1,$0 
CA1000367,SELMA HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,Low Risk,No Risk,"2,225",Not At-Risk,1,$0 
CA1000369,ZONNEVELD DAIRY - CEDAR,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,Medium Risk,100,At-Risk,1,$0 
CA1000378,SUNSET WEST COMMUNITY LLC,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Medium Risk,Medium Risk,350,At-Risk,1,$0 
CA1000405,KINGS RIVER POINT,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,Low Risk,36,At-Risk,1,$0 
CA1000416,EASTON PRESBYTERIAN CHURCH,FRESNO,DISTRICT 12 - VISALIA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,304,Not Assessed,1,$0 
CA1000426,RIVERBEND MOBILE HOME & RV PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,137,Not At-Risk,1,$0 
CA1000430,COUNTRYSIDE CARE CENTER,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Low Risk,"1,274",At-Risk,1,$0 
CA1000454,VIKING RV PARK,FRESNO,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,High Risk,55,Failing,1,$0 
CA1000471,FCSA 39 - A AND B,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Medium Risk,395,At-Risk,1,$0 
CA1000472,PG&E HELMS SUPPORT FACILITY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,Low Risk,40,At-Risk,1,$0 
CA1000476,FOOTHILL ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,750,Not At-Risk,1,$0 
CA1000484,FCSA 34 - MILLERTON NEW TOWN,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,No Risk,Low Risk,"1,117",Potentially At-Risk,1,$0 
CA1000546,FCSA 49 - FIVE POINTS,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,Medium Risk,440,Failing,1,$0 
CA1000550,FCSA 44D - MONTE VERDI,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,350,Not At-Risk,1,$0 
CA1000551,FCSA 43 - RAISIN CITY,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Medium Risk,Medium Risk,182,At-Risk,1,$0 
CA1000554,FCSA 10A - MANSIONETTE ESTATES,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,81,Failing,1,$0 
CA1000555,FCSA 44C - RIVERVIEW ESTATES,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Medium Risk,34,Not At-Risk,1,$0 
CA1000570,JUVENILE JUSTICE CAMPUS,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,Low Risk,Low Risk,565,Not At-Risk,1,$0 
CA1000574,FCSA 34B - VENTANA HILLS,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,No Risk,No Risk,48,Potentially At-Risk,1,$0 
CA1000583,SEQUOIA BIBLE FELLOWSHIP,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,39,At-Risk,1,$0 
CA1000585,MURRIETA/HERNANDEZ FARMS,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,High Risk,25,Failing,1,$0 
CA1000627,ZONNEVELD DAIRY - CERINI,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Medium Risk,Low Risk,62,At-Risk,1,$0 
CA1009020,FIVE POINTS RANCH,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Low Risk,98,Potentially At-Risk,1,$0 
CA1009023,BRITZ/COLUSA,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Low Risk,85,Potentially At-Risk,1,$0 
CA1009027,HARRIS FARMS HEADQUARTERS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Low Risk,140,Potentially At-Risk,1,$0 
CA1009028,HARRIS FARMS SOUTH 101-144,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Low Risk,182,Potentially At-Risk,1,$0 
CA1009039,PAPPAS & CO (MENDOTA),FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Low Risk,36,Failing,1,$0 
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,Low Risk,Low Risk,52,Failing,1,"$6,197,942 "
CA1009078,HARRIS FEEDING COMPANY,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,Low Risk,203,Failing,1,$0 
CA1009111,SCE/BIG CREEK POWERHOUSE 1,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,104,Potentially At-Risk,1,$0 
CA1009120,RAU DAIRY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,Low Risk,Low Risk,105,At-Risk,1,$0 
CA1009179,BRITZ/FIVE POINT SYSTEM,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Medium Risk,Low Risk,76,Potentially At-Risk,1,$0 
CA1009214,WESTSIDE HARVESTING,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Low Risk,Medium Risk,72,Failing,1,$0 
CA1009222,TERRA LINDA FARMS,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Medium Risk,Medium Risk,80,At-Risk,1,$0 
CA1009232,"CC FARMS, LLC.",FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Low Risk,82,Potentially At-Risk,1,$0 
CA1010001,BAKMAN WATER COMPANY,FRESNO,DISTRICT 12 - VISALIA,Low Risk,Low Risk,Medium Risk,Low Risk,"17,393",Failing,1,$0 
CA1010003,CITY OF CLOVIS,FRESNO,DISTRICT 12 - VISALIA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"130,130",Not Assessed,1,$0 
CA1010004,COALINGA-CITY,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Low Risk,Low Risk,"17,277",Potentially At-Risk,1,$0 
CA1010005,FIREBAUGH CITY,FRESNO,DISTRICT 23 - FRESNO,High Risk,Medium Risk,High Risk,No Risk,"8,096",At-Risk,1,"$2,979,258 "
CA1010006,CITY OF FOWLER,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,High Risk,Low Risk,"7,448",Failing,1,$0 
CA1010007,CITY OF FRESNO,FRESNO,DISTRICT 11 - MERCED,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"545,716",Not Assessed,1,"$83,046,469 "
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,Medium Risk,Low Risk,"1,519",Not At-Risk,1,$0 
CA1010017,FCWWD 41/SHAVER LAKE,FRESNO,DISTRICT 23 - FRESNO,No Risk,No Risk,No Risk,Low Risk,"2,722",Not At-Risk,1,$0 
